"No.","Time","Source","Destination","Protocol","Length","Info"
"1759","14.396997","8.253.198.120","192.168.43.144","TCP","1394","80  >  57272 [ACK] Seq=62417 Ack=438 Win=45056 Len=1328 TSval=3421631928 TSecr=280071000 [TCP segment of a reassembled PDU]"
"1760","14.397222","192.168.43.144","8.253.198.120","TCP","66","57272  >  80 [ACK] Seq=438 Ack=63745 Win=4608 Len=0 TSval=280071071 TSecr=3421631928"
"1761","14.447917","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=229745 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280071000"
"1762","14.447917","8.253.198.121","192.168.43.144","TCP","1394","80  >  57273 [ACK] Seq=63745 Ack=438 Win=45056 Len=1328 TSval=1470556063 TSecr=280071006 [TCP segment of a reassembled PDU]"
"1763","14.447917","8.253.198.121","192.168.43.144","TCP","1394","80  >  57273 [ACK] Seq=65073 Ack=438 Win=45056 Len=1328 TSval=1470556063 TSecr=280071006 [TCP segment of a reassembled PDU]"
"1764","14.447917","8.253.198.121","192.168.43.144","HTTP","228","HTTP/1.1 206 Partial Content "
"1765","14.448108","192.168.43.144","8.253.198.121","TCP","66","57273  >  80 [ACK] Seq=438 Ack=66401 Win=4608 Len=0 TSval=280071122 TSecr=1470556063"
"1766","14.456414","8.253.198.121","192.168.43.144","TCP","1394","80  >  57264 [ACK] Seq=188577 Ack=1 Win=11 Len=1328 TSval=1470538567 TSecr=280071015"
"1767","14.456414","8.253.198.121","192.168.43.144","TCP","1394","80  >  57258 [ACK] Seq=204513 Ack=1 Win=11 Len=1328 TSval=1470517517 TSecr=280071015"
"1768","14.456806","67.27.242.126","192.168.43.144","TCP","1394","80  >  57252 [ACK] Seq=235057 Ack=1 Win=11 Len=1328 TSval=2544178331 TSecr=280071045"
"1769","14.488184","8.253.198.120","192.168.43.144","TCP","1394","80  >  57272 [ACK] Seq=63745 Ack=438 Win=45056 Len=1328 TSval=3421631928 TSecr=280071045 [TCP segment of a reassembled PDU]"
"1770","14.488184","8.253.198.120","192.168.43.144","TCP","1394","80  >  57272 [ACK] Seq=65073 Ack=438 Win=45056 Len=1328 TSval=3421631928 TSecr=280071071 [TCP segment of a reassembled PDU]"
"1771","14.488184","8.253.198.120","192.168.43.144","HTTP","228","HTTP/1.1 206 Partial Content "
"1772","14.488339","192.168.43.144","8.253.198.120","TCP","66","57272  >  80 [ACK] Seq=438 Ack=66401 Win=5376 Len=0 TSval=280071162 TSecr=3421631928"
"1773","14.493565","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=231073 Win=10 Len=0 TSval=280071167 TSecr=3421614318"
"1774","14.493593","192.168.43.144","8.253.198.121","TCP","66","57273  >  80 [ACK] Seq=438 Ack=66563 Win=4608 Len=0 TSval=280071167 TSecr=1470556063"
"1775","14.508542","192.168.43.144","67.27.242.126","TCP","66","57252  >  80 [ACK] Seq=1 Ack=236385 Win=10 Len=0 TSval=280071182 TSecr=2544178331"
"1776","14.508567","192.168.43.144","8.253.198.121","TCP","66","57264  >  80 [ACK] Seq=1 Ack=189905 Win=10 Len=0 TSval=280071182 TSecr=1470538567"
"1777","14.508612","192.168.43.144","8.253.198.121","TCP","66","57258  >  80 [ACK] Seq=1 Ack=205841 Win=10 Len=0 TSval=280071182 TSecr=1470517517"
"1778","14.539604","192.168.43.144","8.253.198.120","TCP","66","57272  >  80 [ACK] Seq=438 Ack=66563 Win=5376 Len=0 TSval=280071213 TSecr=3421631928"
"1779","14.566632","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=231073 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280071167"
"1780","14.613073","67.27.242.126","192.168.43.144","TCP","1394","80  >  57252 [ACK] Seq=236385 Ack=1 Win=11 Len=1328 TSval=2544178331 TSecr=280071182"
"1781","14.616168","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=232401 Win=13 Len=0 TSval=280071290 TSecr=3421614318"
"1782","14.658706","8.253.198.121","192.168.43.144","TCP","1394","80  >  57264 [ACK] Seq=189905 Ack=1 Win=11 Len=1328 TSval=1470538567 TSecr=280071182"
"1783","14.662864","192.168.43.144","67.27.242.126","TCP","66","57252  >  80 [ACK] Seq=1 Ack=237713 Win=10 Len=0 TSval=280071336 TSecr=2544178331"
"1784","14.708422","192.168.43.144","8.253.198.121","TCP","66","57264  >  80 [ACK] Seq=1 Ack=191233 Win=10 Len=0 TSval=280071382 TSecr=1470538567"
"1785","14.751678","8.253.198.121","192.168.43.144","TCP","1394","80  >  57258 [ACK] Seq=205841 Ack=1 Win=11 Len=1328 TSval=1470517517 TSecr=280071182"
"1786","14.751678","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=232401 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280071290"
"1787","14.800626","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=233729 Win=15 Len=0 TSval=280071474 TSecr=3421614318"
"1788","14.800687","192.168.43.144","8.253.198.121","TCP","66","57258  >  80 [ACK] Seq=1 Ack=207169 Win=10 Len=0 TSval=280071474 TSecr=1470517517"
"1789","14.804732","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=233729 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280071290"
"1790","14.804732","67.27.242.126","192.168.43.144","TCP","1394","80  >  57252 [ACK] Seq=237713 Ack=1 Win=11 Len=1328 TSval=2544178331 TSecr=280071336"
"1791","14.846969","192.168.43.144","67.27.242.126","TCP","66","57252  >  80 [ACK] Seq=1 Ack=239041 Win=10 Len=0 TSval=280071520 TSecr=2544178331"
"1792","14.846969","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=235057 Win=15 Len=0 TSval=280071520 TSecr=3421614318"
"1793","14.862202","192.168.43.144","8.253.198.121","HTTP","503","GET /filestreamingservice/files/731e69f9-e44e-4247-bd5b-7aacdda51e44?P1=1666173733&P2=404&P3=2&P4=XagPXqTQ6wamWUFz96htJvHEZGYMMDzKOGXhWDspchNfD9hQXTjlTsNjXXSWbuOYsmyZZRlPY%2fruizCl1yNCVA%3d%3d HTTP/1.1 "
"1794","14.909647","8.253.198.121","192.168.43.144","TCP","1394","80  >  57264 [ACK] Seq=191233 Ack=1 Win=11 Len=1328 TSval=1470538567 TSecr=280071382"
"1795","14.954811","192.168.43.144","8.253.198.121","TCP","66","57264  >  80 [ACK] Seq=1 Ack=192561 Win=10 Len=0 TSval=280071628 TSecr=1470538567"
"1796","15.000302","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=235057 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280071474"
"1797","15.000424","8.253.198.121","192.168.43.144","TCP","1394","80  >  57258 [ACK] Seq=207169 Ack=1 Win=11 Len=1328 TSval=1470517517 TSecr=280071474"
"1798","15.000424","67.27.242.126","192.168.43.144","TCP","1394","80  >  57252 [ACK] Seq=239041 Ack=1 Win=11 Len=1328 TSval=2544178331 TSecr=280071520"
"1799","15.000591","192.168.43.144","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"1800","15.012430","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=236385 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280071520"
"1801","15.012494","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=237713 Win=18 Len=0 TSval=280071686 TSecr=3421614318"
"1802","15.047068","192.168.43.144","8.253.198.121","TCP","66","57258  >  80 [ACK] Seq=1 Ack=208497 Win=10 Len=0 TSval=280071720 TSecr=1470517517"
"1803","15.047099","192.168.43.144","67.27.242.126","TCP","66","57252  >  80 [ACK] Seq=1 Ack=240369 Win=10 Len=0 TSval=280071720 TSecr=2544178331"
"1804","15.048258","8.253.198.121","192.168.43.144","TCP","1394","80  >  57273 [ACK] Seq=66563 Ack=875 Win=45056 Len=1328 TSval=1470558969 TSecr=280071536 [TCP segment of a reassembled PDU]"
"1805","15.048258","8.253.198.121","192.168.43.144","TCP","1394","80  >  57273 [ACK] Seq=67891 Ack=875 Win=45056 Len=1328 TSval=1470558969 TSecr=280071536 [TCP segment of a reassembled PDU]"
"1806","15.048349","192.168.43.144","8.253.198.121","TCP","66","57273  >  80 [ACK] Seq=875 Ack=69219 Win=3840 Len=0 TSval=280071722 TSecr=1470558969"
"1807","15.060381","8.253.198.121","192.168.43.144","TCP","1394","80  >  57273 [ACK] Seq=69219 Ack=875 Win=45056 Len=1328 TSval=1470558969 TSecr=280071536 [TCP segment of a reassembled PDU]"
"1808","15.060565","8.253.198.121","192.168.43.144","TCP","1394","80  >  57264 [ACK] Seq=192561 Ack=1 Win=11 Len=1328 TSval=1470538567 TSecr=280071628"
"1809","15.098662","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=237713 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280071686"
"1810","15.109626","192.168.43.144","8.253.198.121","TCP","66","57273  >  80 [ACK] Seq=875 Ack=70547 Win=3840 Len=0 TSval=280071783 TSecr=1470558969"
"1811","15.109626","192.168.43.144","8.253.198.121","TCP","66","57264  >  80 [ACK] Seq=1 Ack=193889 Win=10 Len=0 TSval=280071783 TSecr=1470538567"
"1812","15.118542","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=239041 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280071686"
"1813","15.118542","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=240369 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280071686"
"1814","15.118609","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=240369 Win=18 Len=0 TSval=280071792 TSecr=3421614318"
"1815","15.143413","8.253.198.121","192.168.43.144","TCP","1394","80  >  57258 [ACK] Seq=208497 Ack=1 Win=11 Len=1328 TSval=1470517517 TSecr=280071720"
"1816","15.143413","67.27.242.126","192.168.43.144","TCP","1394","80  >  57252 [ACK] Seq=240369 Ack=1 Win=11 Len=1328 TSval=2544178331 TSecr=280071720"
"1817","15.143709","8.253.198.121","192.168.43.144","TCP","1394","80  >  57273 [ACK] Seq=70547 Ack=875 Win=45056 Len=1328 TSval=1470559036 TSecr=280071722 [TCP segment of a reassembled PDU]"
"1818","15.171236","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=241697 Win=18 Len=0 TSval=280071845 TSecr=3421614318"
"1819","15.186491","192.168.43.144","67.27.242.126","TCP","66","57252  >  80 [ACK] Seq=1 Ack=241697 Win=10 Len=0 TSval=280071860 TSecr=2544178331"
"1820","15.186522","192.168.43.144","8.253.198.121","TCP","66","57258  >  80 [ACK] Seq=1 Ack=209825 Win=10 Len=0 TSval=280071860 TSecr=1470517517"
"1821","15.186522","192.168.43.144","8.253.198.121","TCP","66","57273  >  80 [ACK] Seq=875 Ack=71875 Win=3840 Len=0 TSval=280071860 TSecr=1470559036"
"1822","15.194760","8.253.198.121","192.168.43.144","TCP","1394","80  >  57273 [ACK] Seq=71875 Ack=875 Win=45056 Len=1328 TSval=1470559036 TSecr=280071783 [TCP segment of a reassembled PDU]"
"1823","15.194760","8.253.198.121","192.168.43.144","TCP","1394","80  >  57264 [ACK] Seq=193889 Ack=1 Win=11 Len=1328 TSval=1470538567 TSecr=280071783"
"1824","15.194760","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=241697 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280071792"
"1825","15.207481","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=243025 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280071792"
"1826","15.207538","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=244353 Win=20 Len=0 TSval=280071881 TSecr=3421614318"
"1827","15.241637","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=244353 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280071845"
"1828","15.248372","192.168.43.144","8.253.198.121","TCP","66","57264  >  80 [ACK] Seq=1 Ack=195217 Win=10 Len=0 TSval=280071922 TSecr=1470538567"
"1829","15.248463","192.168.43.144","8.253.198.121","TCP","66","57273  >  80 [ACK] Seq=875 Ack=73203 Win=4352 Len=0 TSval=280071922 TSecr=1470559036"
"1830","15.287384","8.253.198.121","192.168.43.144","TCP","1394","80  >  57273 [ACK] Seq=73203 Ack=875 Win=45056 Len=1328 TSval=1470559036 TSecr=280071860 [TCP segment of a reassembled PDU]"
"1831","15.287431","67.27.242.126","192.168.43.144","TCP","1394","80  >  57252 [ACK] Seq=241697 Ack=1 Win=11 Len=1328 TSval=2544178331 TSecr=280071860"
"1832","15.287602","8.253.198.121","192.168.43.144","TCP","1394","80  >  57258 [ACK] Seq=209825 Ack=1 Win=11 Len=1328 TSval=1470517517 TSecr=280071860"
"1833","15.295541","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=245681 Win=20 Len=0 TSval=280071969 TSecr=3421614318"
"1834","15.307645","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=245681 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280071881"
"1835","15.307645","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=247009 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280071881"
"1836","15.307713","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=248337 Win=23 Len=0 TSval=280071981 TSecr=3421614318"
"1837","15.327691","8.253.198.121","192.168.43.144","TCP","1394","80  >  57264 [ACK] Seq=195217 Ack=1 Win=11 Len=1328 TSval=1470538567 TSecr=280071922"
"1838","15.327691","8.253.198.121","192.168.43.144","TCP","1394","80  >  57273 [ACK] Seq=74531 Ack=875 Win=45056 Len=1328 TSval=1470559036 TSecr=280071922 [TCP segment of a reassembled PDU]"
"1839","15.327796","192.168.43.144","8.253.198.121","TCP","66","57273  >  80 [ACK] Seq=875 Ack=75859 Win=5120 Len=0 TSval=280072001 TSecr=1470559036"
"1840","15.341470","192.168.43.144","67.27.242.126","TCP","66","57252  >  80 [ACK] Seq=1 Ack=243025 Win=10 Len=0 TSval=280072015 TSecr=2544178331"
"1841","15.341471","192.168.43.144","8.253.198.121","TCP","66","57258  >  80 [ACK] Seq=1 Ack=211153 Win=10 Len=0 TSval=280072015 TSecr=1470517517"
"1842","15.353399","8.253.198.121","192.168.43.144","TCP","1394","80  >  57273 [ACK] Seq=75859 Ack=875 Win=45056 Len=1328 TSval=1470559036 TSecr=280071922 [TCP segment of a reassembled PDU]"
"1843","15.372665","192.168.43.144","8.253.198.121","TCP","66","57264  >  80 [ACK] Seq=1 Ack=196545 Win=13 Len=0 TSval=280072046 TSecr=1470538567"
"1844","15.402586","192.168.43.144","8.253.198.121","TCP","66","57273  >  80 [ACK] Seq=875 Ack=77187 Win=5120 Len=0 TSval=280072076 TSecr=1470559036"
"1845","15.404847","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=248337 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280071969"
"1846","15.404903","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=249665 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280071981"
"1847","15.404944","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=250993 Win=26 Len=0 TSval=280072078 TSecr=3421614318"
"1848","15.405020","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=250993 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280071981"
"1849","15.405020","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=252321 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280071981"
"1850","15.405065","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=253649 Win=26 Len=0 TSval=280072078 TSecr=3421614318"
"1851","15.436306","8.253.198.121","192.168.43.144","TCP","1394","80  >  57273 [ACK] Seq=77187 Ack=875 Win=45056 Len=1328 TSval=1470559036 TSecr=280072001 [TCP segment of a reassembled PDU]"
"1852","15.446433","67.27.242.126","192.168.43.144","TCP","1394","80  >  57252 [ACK] Seq=243025 Ack=1 Win=11 Len=1328 TSval=2544178331 TSecr=280072015"
"1853","15.446666","8.253.198.121","192.168.43.144","TCP","1394","80  >  57258 [ACK] Seq=211153 Ack=1 Win=11 Len=1328 TSval=1470517517 TSecr=280072015"
"1854","15.446666","8.253.198.121","192.168.43.144","TCP","1394","80  >  57273 [ACK] Seq=78515 Ack=875 Win=45056 Len=1328 TSval=1470559036 TSecr=280072001 [TCP segment of a reassembled PDU]"
"1855","15.446735","192.168.43.144","8.253.198.121","TCP","66","57273  >  80 [ACK] Seq=875 Ack=79843 Win=5632 Len=0 TSval=280072120 TSecr=1470559036"
"1856","15.457701","192.168.43.144","192.168.43.1","DNS","95","Standard query 0xba43 A geover.prod.do.dsp.mp.microsoft.com"
"1857","15.471543","8.253.198.121","192.168.43.144","TCP","1394","80  >  57264 [ACK] Seq=196545 Ack=1 Win=11 Len=1328 TSval=1470538567 TSecr=280072046"
"1858","15.471543","8.253.198.121","192.168.43.144","TCP","1394","80  >  57264 [ACK] Seq=197873 Ack=1 Win=11 Len=1328 TSval=1470538567 TSecr=280072046"
"1859","15.471678","192.168.43.144","8.253.198.121","TCP","66","57264  >  80 [ACK] Seq=1 Ack=199201 Win=15 Len=0 TSval=280072145 TSecr=1470538567"
"1860","15.496239","192.168.43.144","67.27.242.126","TCP","66","57252  >  80 [ACK] Seq=1 Ack=244353 Win=10 Len=0 TSval=280072170 TSecr=2544178331"
"1861","15.496303","192.168.43.144","8.253.198.121","TCP","66","57258  >  80 [ACK] Seq=1 Ack=212481 Win=10 Len=0 TSval=280072170 TSecr=1470517517"
"1862","15.497346","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=253649 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280072078"
"1863","15.497438","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=254977 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280072078"
"1864","15.497438","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=256305 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280072078"
"1865","15.497438","8.253.198.121","192.168.43.144","TCP","1394","80  >  57273 [ACK] Seq=79843 Ack=875 Win=45056 Len=1328 TSval=1470559036 TSecr=280072076 [TCP segment of a reassembled PDU]"
"1866","15.497496","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=256305 Win=21 Len=0 TSval=280072171 TSecr=3421614318"
"1867","15.516352","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=257633 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280072078"
"1868","15.516406","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=258961 Win=21 Len=0 TSval=280072190 TSecr=3421614318"
"1869","15.542277","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=258961 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280072078"
"1870","15.542329","192.168.43.144","8.253.198.121","TCP","66","57273  >  80 [ACK] Seq=875 Ack=81171 Win=5632 Len=0 TSval=280072216 TSecr=1470559036"
"1871","15.542682","8.253.198.121","192.168.43.144","TCP","1394","80  >  57273 [ACK] Seq=81171 Ack=875 Win=45056 Len=1328 TSval=1470559036 TSecr=280072120 [TCP segment of a reassembled PDU]"
"1872","15.542682","8.253.198.121","192.168.43.144","TCP","1394","80  >  57273 [ACK] Seq=82499 Ack=875 Win=45056 Len=1328 TSval=1470559036 TSecr=280072120 [TCP segment of a reassembled PDU]"
"1873","15.542744","192.168.43.144","8.253.198.121","TCP","66","57273  >  80 [ACK] Seq=875 Ack=83827 Win=6400 Len=0 TSval=280072216 TSecr=1470559036"
"1874","15.588246","192.168.43.1","192.168.43.144","DNS","206","Standard query response 0xba43 A geover.prod.do.dsp.mp.microsoft.com CNAME geover.prod.do.dsp.mp.microsoft.com.edgekey.net CNAME e10370.d.akamaiedge.net A 23.12.128.10"
"1875","15.589450","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=260289 Win=21 Len=0 TSval=280072263 TSecr=3421614318"
"1876","15.591664","8.253.198.121","192.168.43.144","TCP","1394","80  >  57273 [ACK] Seq=83827 Ack=875 Win=45056 Len=1328 TSval=1470559036 TSecr=280072120 [TCP segment of a reassembled PDU]"
"1877","15.591808","8.253.198.121","192.168.43.144","TCP","1394","80  >  57264 [ACK] Seq=199201 Ack=1 Win=11 Len=1328 TSval=1470538567 TSecr=280072145"
"1878","15.591808","8.253.198.121","192.168.43.144","TCP","1394","80  >  57264 [ACK] Seq=200529 Ack=1 Win=11 Len=1328 TSval=1470538567 TSecr=280072145"
"1879","15.591808","67.27.242.126","192.168.43.144","TCP","1394","80  >  57252 [ACK] Seq=244353 Ack=1 Win=11 Len=1328 TSval=2544178331 TSecr=280072170"
"1880","15.591883","192.168.43.144","8.253.198.121","TCP","66","57264  >  80 [ACK] Seq=1 Ack=201857 Win=18 Len=0 TSval=280072265 TSecr=1470538567"
"1881","15.635389","192.168.43.144","67.27.242.126","TCP","66","57252  >  80 [ACK] Seq=1 Ack=245681 Win=10 Len=0 TSval=280072309 TSecr=2544178331"
"1882","15.635389","192.168.43.144","8.253.198.121","TCP","66","57273  >  80 [ACK] Seq=875 Ack=85155 Win=6400 Len=0 TSval=280072309 TSecr=1470559036"
"1883","15.638463","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=260289 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280072171"
"1884","15.638633","8.253.198.121","192.168.43.144","TCP","1394","80  >  57258 [ACK] Seq=212481 Ack=1 Win=11 Len=1328 TSval=1470517517 TSecr=280072170"
"1885","15.638737","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=261617 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280072190"
"1886","15.638737","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=262945 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280072190"
"1887","15.638792","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=262945 Win=17 Len=0 TSval=280072312 TSecr=3421614318"
"1888","15.681946","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=264273 Win=17 Len=0 TSval=280072355 TSecr=3421614318"
"1889","15.681951","192.168.43.144","8.253.198.121","TCP","66","57258  >  80 [ACK] Seq=1 Ack=213809 Win=10 Len=0 TSval=280072355 TSecr=1470517517"
"1890","15.684487","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=264273 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280072263"
"1891","15.684599","8.253.198.121","192.168.43.144","TCP","1394","80  >  57273 [ACK] Seq=85155 Ack=875 Win=45056 Len=1328 TSval=1470559036 TSecr=280072216 [TCP segment of a reassembled PDU]"
"1892","15.684599","8.253.198.121","192.168.43.144","TCP","1394","80  >  57273 [ACK] Seq=86483 Ack=875 Win=45056 Len=1328 TSval=1470559036 TSecr=280072216 [TCP segment of a reassembled PDU]"
"1893","15.684599","8.253.198.121","192.168.43.144","TCP","1394","80  >  57273 [ACK] Seq=87811 Ack=875 Win=45056 Len=1328 TSval=1470559036 TSecr=280072216 [TCP segment of a reassembled PDU]"
"1894","15.684674","192.168.43.144","8.253.198.121","TCP","66","57273  >  80 [ACK] Seq=875 Ack=87811 Win=7168 Len=0 TSval=280072358 TSecr=1470559036"
"1895","15.728032","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=265601 Win=17 Len=0 TSval=280072401 TSecr=3421614318"
"1896","15.728063","192.168.43.144","8.253.198.121","TCP","66","57273  >  80 [ACK] Seq=875 Ack=89139 Win=7168 Len=0 TSval=280072401 TSecr=1470559036"
"1897","15.732611","8.253.198.121","192.168.43.144","TCP","1394","80  >  57264 [ACK] Seq=201857 Ack=1 Win=11 Len=1328 TSval=1470538567 TSecr=280072265"
"1898","15.773628","192.168.43.144","8.253.198.121","TCP","66","57264  >  80 [ACK] Seq=1 Ack=203185 Win=13 Len=0 TSval=280072447 TSecr=1470538567"
"1899","15.821923","8.253.198.121","192.168.43.144","TCP","1394","80  >  57264 [ACK] Seq=203185 Ack=1 Win=11 Len=1328 TSval=1470538567 TSecr=280072265"
"1900","15.821923","8.253.198.121","192.168.43.144","TCP","1394","80  >  57264 [ACK] Seq=204513 Ack=1 Win=11 Len=1328 TSval=1470538567 TSecr=280072265"
"1901","15.821923","67.27.242.126","192.168.43.144","TCP","1394","80  >  57252 [ACK] Seq=245681 Ack=1 Win=11 Len=1328 TSval=2544178331 TSecr=280072309[Malformed Packet]"
"1902","15.822095","192.168.43.144","8.253.198.121","TCP","66","57264  >  80 [ACK] Seq=1 Ack=205841 Win=10 Len=0 TSval=280072496 TSecr=1470538567"
"1903","15.822124","8.253.198.121","192.168.43.144","TCP","1394","80  >  57273 [ACK] Seq=89139 Ack=875 Win=45056 Len=1328 TSval=1470559036 TSecr=280072309 [TCP segment of a reassembled PDU]"
"1904","15.868896","192.168.43.144","8.253.198.121","TCP","66","57273  >  80 [ACK] Seq=875 Ack=90467 Win=5888 Len=0 TSval=280072542 TSecr=1470559036"
"1905","15.868936","192.168.43.144","67.27.242.126","TCP","66","57252  >  80 [ACK] Seq=1 Ack=247009 Win=10 Len=0 TSval=280072542 TSecr=2544178331"
"1906","15.884741","8.253.198.121","192.168.43.144","TCP","1394","80  >  57273 [ACK] Seq=90467 Ack=875 Win=45056 Len=1328 TSval=1470559036 TSecr=280072358 [TCP segment of a reassembled PDU]"
"1907","15.884814","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=265601 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280072312"
"1908","15.884889","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=266929 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280072355"
"1909","15.884930","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=268257 Win=13 Len=0 TSval=280072558 TSecr=3421614318"
"1910","15.885077","8.253.198.121","192.168.43.144","TCP","1394","80  >  57258 [ACK] Seq=213809 Ack=1 Win=11 Len=1328 TSval=1470517517 TSecr=280072355"
"1911","15.924534","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=268257 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280072401"
"1912","15.924534","8.253.198.121","192.168.43.144","TCP","1394","80  >  57273 [ACK] Seq=91795 Ack=875 Win=45056 Len=1328 TSval=1470559036 TSecr=280072358 [TCP segment of a reassembled PDU]"
"1913","15.924534","8.253.198.121","192.168.43.144","TCP","1394","80  >  57273 [ACK] Seq=93123 Ack=875 Win=45056 Len=1328 TSval=1470559036 TSecr=280072358 [TCP segment of a reassembled PDU]"
"1914","15.924671","192.168.43.144","8.253.198.121","TCP","66","57273  >  80 [ACK] Seq=875 Ack=93123 Win=3584 Len=0 TSval=280072598 TSecr=1470559036"
