"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.43.144","67.27.242.126","TCP","66","57252  >  80 [ACK] Seq=1 Ack=1 Win=10 Len=0 TSval=280056673 TSecr=2544178331"
"2","0.000000","192.168.43.144","8.253.198.121","TCP","66","57264  >  80 [ACK] Seq=1 Ack=1 Win=10 Len=0 TSval=280056673 TSecr=1470538567"
"3","0.000007","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=1 Win=10 Len=0 TSval=280056673 TSecr=3421614318"
"4","0.007648","8.253.198.121","192.168.43.144","TCP","1394","80  >  57258 [ACK] Seq=1 Ack=1 Win=11 Len=1328 TSval=1470517517 TSecr=280056582"
"5","0.007648","34.158.0.131","192.168.43.144","TCP","54","4070  >  55816 [ACK] Seq=1 Ack=1 Win=16 Len=0"
"6","0.007648","34.158.0.131","192.168.43.144","TCP","65","4070  >  55816 [PSH, ACK] Seq=1 Ack=1 Win=16 Len=11"
"7","0.007860","67.27.242.126","192.168.43.144","TCP","1394","80  >  57213 [ACK] Seq=1 Ack=1 Win=11 Len=1328 TSval=2544165559 TSecr=280056536"
"8","0.007971","8.238.153.254","192.168.43.144","TCP","1394","80  >  57242 [ACK] Seq=1 Ack=1 Win=11 Len=1328 TSval=1686518766 TSecr=280056536"
"9","0.019108","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=1 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280056582"
"10","0.031174","192.168.43.144","151.5.24.153","TCP","54","56802  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"11","0.061335","192.168.43.144","8.253.198.121","TCP","66","57258  >  80 [ACK] Seq=1 Ack=1329 Win=10 Len=0 TSval=280056735 TSecr=1470517517"
"12","0.061366","192.168.43.144","34.158.0.131","TCP","54","55816  >  4070 [ACK] Seq=1 Ack=12 Win=513 Len=0"
"13","0.061366","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=1329 Win=10 Len=0 TSval=280056735 TSecr=3421614318"
"14","0.061367","192.168.43.144","67.27.242.126","TCP","66","57213  >  80 [ACK] Seq=1 Ack=1329 Win=10 Len=0 TSval=280056735 TSecr=2544165559"
"15","0.061391","192.168.43.144","8.238.153.254","TCP","66","57242  >  80 [ACK] Seq=1 Ack=1329 Win=10 Len=0 TSval=280056735 TSecr=1686518766"
"16","0.081218","8.253.198.121","192.168.43.144","TCP","1394","80  >  57264 [ACK] Seq=1 Ack=1 Win=11 Len=1328 TSval=1470538567 TSecr=280056673"
"17","0.120427","67.27.242.126","192.168.43.144","TCP","1394","80  >  57252 [ACK] Seq=1 Ack=1 Win=11 Len=1328 TSval=2544178331 TSecr=280056673"
"18","0.123484","192.168.43.144","8.253.198.121","TCP","66","57264  >  80 [ACK] Seq=1 Ack=1329 Win=10 Len=0 TSval=280056797 TSecr=1470538567"
"19","0.132323","8.253.198.121","192.168.43.144","TCP","1394","80  >  57258 [ACK] Seq=1329 Ack=1 Win=11 Len=1328 TSval=1470517517 TSecr=280056735"
"20","0.132461","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=1329 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280056735"
"21","0.169770","67.27.242.126","192.168.43.144","TCP","1394","80  >  57213 [ACK] Seq=1329 Ack=1 Win=11 Len=1328 TSval=2544165559 TSecr=280056735"
"22","0.169874","8.238.153.254","192.168.43.144","TCP","1394","80  >  57242 [ACK] Seq=1329 Ack=1 Win=11 Len=1328 TSval=1686518766 TSecr=280056735"
"23","0.172609","192.168.43.144","67.27.242.126","TCP","66","57252  >  80 [ACK] Seq=1 Ack=1329 Win=10 Len=0 TSval=280056846 TSecr=2544178331"
"24","0.184042","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=2657 Win=13 Len=0 TSval=280056857 TSecr=3421614318"
"25","0.184063","192.168.43.144","8.253.198.121","TCP","66","57258  >  80 [ACK] Seq=1 Ack=2657 Win=13 Len=0 TSval=280056857 TSecr=1470517517"
"26","0.191269","8.253.198.121","192.168.43.144","TCP","1394","80  >  57264 [ACK] Seq=1329 Ack=1 Win=11 Len=1328 TSval=1470538567 TSecr=280056797"
"27","0.214801","192.168.43.144","67.27.242.126","TCP","66","57213  >  80 [ACK] Seq=1 Ack=2657 Win=10 Len=0 TSval=280056888 TSecr=2544165559"
"28","0.214904","192.168.43.144","8.238.153.254","TCP","66","57242  >  80 [ACK] Seq=1 Ack=2657 Win=10 Len=0 TSval=280056888 TSecr=1686518766"
"29","0.243689","67.27.242.126","192.168.43.144","TCP","1394","80  >  57252 [ACK] Seq=1329 Ack=1 Win=11 Len=1328 TSval=2544178331 TSecr=280056846"
"30","0.243689","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=2657 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280056857"
"31","0.243880","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=3985 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280056857"
"32","0.243990","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=5313 Win=15 Len=0 TSval=280056917 TSecr=3421614318"
"33","0.245787","192.168.43.144","8.253.198.121","TCP","66","57264  >  80 [ACK] Seq=1 Ack=2657 Win=13 Len=0 TSval=280056919 TSecr=1470538567"
"34","0.256072","8.253.198.121","192.168.43.144","TCP","1394","80  >  57258 [ACK] Seq=2657 Ack=1 Win=11 Len=1328 TSval=1470517517 TSecr=280056857"
"35","0.256072","8.253.198.121","192.168.43.144","TCP","1394","80  >  57258 [ACK] Seq=3985 Ack=1 Win=11 Len=1328 TSval=1470517517 TSecr=280056857"
"36","0.256142","192.168.43.144","8.253.198.121","TCP","66","57258  >  80 [ACK] Seq=1 Ack=5313 Win=15 Len=0 TSval=280056930 TSecr=1470517517"
"37","0.292106","192.168.43.144","67.27.242.126","TCP","66","57252  >  80 [ACK] Seq=1 Ack=2657 Win=13 Len=0 TSval=280056965 TSecr=2544178331"
"38","0.311543","67.27.242.126","192.168.43.144","TCP","1394","80  >  57213 [ACK] Seq=2657 Ack=1 Win=11 Len=1328 TSval=2544165559 TSecr=280056888"
"39","0.317449","8.238.153.254","192.168.43.144","TCP","1394","80  >  57242 [ACK] Seq=2657 Ack=1 Win=11 Len=1328 TSval=1686518766 TSecr=280056888"
"40","0.317880","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=5313 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280056917"
"41","0.317880","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=6641 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280056917"
"42","0.317954","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=7969 Win=18 Len=0 TSval=280056991 TSecr=3421614318"
"43","0.338520","192.168.43.144","35.186.224.47","TLSv1.2","97","Application Data"
"44","0.353485","192.168.43.144","67.27.242.126","TCP","66","57213  >  80 [ACK] Seq=1 Ack=3985 Win=10 Len=0 TSval=280057027 TSecr=2544165559"
"45","0.357669","8.253.198.121","192.168.43.144","TCP","1394","80  >  57258 [ACK] Seq=5313 Ack=1 Win=11 Len=1328 TSval=1470517517 TSecr=280056930"
"46","0.357669","8.253.198.121","192.168.43.144","TCP","1394","80  >  57264 [ACK] Seq=2657 Ack=1 Win=11 Len=1328 TSval=1470538567 TSecr=280056919"
"47","0.357669","8.253.198.121","192.168.43.144","TCP","1394","80  >  57264 [ACK] Seq=3985 Ack=1 Win=11 Len=1328 TSval=1470538567 TSecr=280056919"
"48","0.357777","192.168.43.144","8.253.198.121","TCP","66","57264  >  80 [ACK] Seq=1 Ack=5313 Win=15 Len=0 TSval=280057031 TSecr=1470538567"
"49","0.368320","192.168.43.144","8.238.153.254","TCP","66","57242  >  80 [ACK] Seq=1 Ack=3985 Win=10 Len=0 TSval=280057042 TSecr=1686518766"
"50","0.373521","8.253.198.121","192.168.43.144","TCP","1394","80  >  57258 [ACK] Seq=6641 Ack=1 Win=11 Len=1328 TSval=1470517517 TSecr=280056930"
"51","0.373600","192.168.43.144","8.253.198.121","TCP","66","57258  >  80 [ACK] Seq=1 Ack=7969 Win=18 Len=0 TSval=280057047 TSecr=1470517517"
"52","0.373670","67.27.242.126","192.168.43.144","TCP","1394","80  >  57252 [ACK] Seq=2657 Ack=1 Win=11 Len=1328 TSval=2544178331 TSecr=280056965"
"53","0.373670","67.27.242.126","192.168.43.144","TCP","1394","80  >  57252 [ACK] Seq=3985 Ack=1 Win=11 Len=1328 TSval=2544178331 TSecr=280056965"
"54","0.373742","192.168.43.144","67.27.242.126","TCP","66","57252  >  80 [ACK] Seq=1 Ack=5313 Win=15 Len=0 TSval=280057047 TSecr=2544178331"
"55","0.399913","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=7969 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280056991"
"56","0.399913","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=9297 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280056991"
"57","0.399913","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=10625 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280056991"
"58","0.399989","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=10625 Win=20 Len=0 TSval=280057073 TSecr=3421614318"
"59","0.445509","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=11953 Win=20 Len=0 TSval=280057119 TSecr=3421614318"
"60","0.449218","67.27.242.126","192.168.43.144","TCP","1394","80  >  57213 [ACK] Seq=3985 Ack=1 Win=11 Len=1328 TSval=2544165559 TSecr=280057027"
"61","0.449818","8.253.198.121","192.168.43.144","TCP","1394","80  >  57264 [ACK] Seq=5313 Ack=1 Win=11 Len=1328 TSval=1470538567 TSecr=280057031"
"62","0.449818","8.253.198.121","192.168.43.144","TCP","1394","80  >  57264 [ACK] Seq=6641 Ack=1 Win=11 Len=1328 TSval=1470538567 TSecr=280057031"
"63","0.449866","192.168.43.144","8.253.198.121","TCP","66","57264  >  80 [ACK] Seq=1 Ack=7969 Win=18 Len=0 TSval=280057123 TSecr=1470538567"
"64","0.491686","192.168.43.144","67.27.242.126","TCP","66","57213  >  80 [ACK] Seq=1 Ack=5313 Win=10 Len=0 TSval=280057165 TSecr=2544165559"
"65","0.498183","8.238.153.254","192.168.43.144","TCP","1394","80  >  57242 [ACK] Seq=3985 Ack=1 Win=11 Len=1328 TSval=1686518766 TSecr=280057042"
"66","0.510626","8.253.198.121","192.168.43.144","TCP","1394","80  >  57258 [ACK] Seq=7969 Ack=1 Win=11 Len=1328 TSval=1470517517 TSecr=280057047"
"67","0.510626","8.253.198.121","192.168.43.144","TCP","1394","80  >  57258 [ACK] Seq=9297 Ack=1 Win=11 Len=1328 TSval=1470517517 TSecr=280057047"
"68","0.510626","8.253.198.121","192.168.43.144","TCP","1394","80  >  57258 [ACK] Seq=10625 Ack=1 Win=11 Len=1328 TSval=1470517517 TSecr=280057047"
"69","0.510696","192.168.43.144","8.253.198.121","TCP","66","57258  >  80 [ACK] Seq=1 Ack=10625 Win=20 Len=0 TSval=280057184 TSecr=1470517517"
"70","0.553246","192.168.43.144","8.238.153.254","TCP","66","57242  >  80 [ACK] Seq=1 Ack=5313 Win=10 Len=0 TSval=280057227 TSecr=1686518766"
"71","0.553246","192.168.43.144","8.253.198.121","TCP","66","57258  >  80 [ACK] Seq=1 Ack=11953 Win=20 Len=0 TSval=280057227 TSecr=1470517517"
"72","0.553255","35.186.224.47","192.168.43.144","TCP","54","443  >  57238 [ACK] Seq=1 Ack=44 Win=269 Len=0"
"73","0.553255","35.186.224.47","192.168.43.144","TLSv1.2","94","Application Data"
"74","0.553255","67.27.242.126","192.168.43.144","TCP","1394","80  >  57252 [ACK] Seq=5313 Ack=1 Win=11 Len=1328 TSval=2544178331 TSecr=280057047"
"75","0.553255","67.27.242.126","192.168.43.144","TCP","1394","80  >  57252 [ACK] Seq=6641 Ack=1 Win=11 Len=1328 TSval=2544178331 TSecr=280057047"
"76","0.553255","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=11953 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280057073"
"77","0.553255","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=13281 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280057073"
"78","0.553517","192.168.43.144","67.27.242.126","TCP","66","57252  >  80 [ACK] Seq=1 Ack=7969 Win=18 Len=0 TSval=280057227 TSecr=2544178331"
"79","0.553603","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=14609 Win=23 Len=0 TSval=280057227 TSecr=3421614318"
"80","0.595788","8.253.198.121","192.168.43.144","TCP","1394","80  >  57264 [ACK] Seq=7969 Ack=1 Win=11 Len=1328 TSval=1470538567 TSecr=280057123"
"81","0.595788","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=14609 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280057119"
"82","0.600151","192.168.43.144","35.186.224.47","TCP","54","57238  >  443 [ACK] Seq=44 Ack=41 Win=512 Len=0"
"83","0.645279","192.168.43.144","8.253.198.121","TCP","66","57264  >  80 [ACK] Seq=1 Ack=9297 Win=13 Len=0 TSval=280057319 TSecr=1470538567"
"84","0.647472","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=15937 Win=23 Len=0 TSval=280057321 TSecr=3421614318"
"85","0.688066","8.253.198.121","192.168.43.144","TCP","1394","80  >  57258 [ACK] Seq=11953 Ack=1 Win=11 Len=1328 TSval=1470517517 TSecr=280057184"
"86","0.688066","8.253.198.121","192.168.43.144","TCP","1394","80  >  57264 [ACK] Seq=9297 Ack=1 Win=11 Len=1328 TSval=1470538567 TSecr=280057123"
"87","0.688231","8.253.198.121","192.168.43.144","TCP","1394","80  >  57264 [ACK] Seq=10625 Ack=1 Win=11 Len=1328 TSval=1470538567 TSecr=280057123"
"88","0.688265","67.27.242.126","192.168.43.144","TCP","1394","80  >  57213 [ACK] Seq=5313 Ack=1 Win=11 Len=1328 TSval=2544165559 TSecr=280057165"
"89","0.688309","192.168.43.144","8.253.198.121","TCP","66","57264  >  80 [ACK] Seq=1 Ack=11953 Win=10 Len=0 TSval=280057362 TSecr=1470538567"
"90","0.731390","8.238.153.254","192.168.43.144","TCP","1394","80  >  57242 [ACK] Seq=5313 Ack=1 Win=11 Len=1328 TSval=1686518766 TSecr=280057227"
"91","0.731606","8.253.198.121","192.168.43.144","TCP","1394","80  >  57258 [ACK] Seq=13281 Ack=1 Win=11 Len=1328 TSval=1470517517 TSecr=280057184"
"92","0.731647","8.253.198.121","192.168.43.144","TCP","1394","80  >  57258 [ACK] Seq=14609 Ack=1 Win=11 Len=1328 TSval=1470517517 TSecr=280057227"
"93","0.731688","192.168.43.144","8.253.198.121","TCP","66","57258  >  80 [ACK] Seq=1 Ack=14609 Win=10 Len=0 TSval=280057405 TSecr=1470517517"
"94","0.731749","67.27.242.126","192.168.43.144","TCP","1394","80  >  57252 [ACK] Seq=7969 Ack=1 Win=11 Len=1328 TSval=2544178331 TSecr=280057227"
"95","0.736899","192.168.43.144","67.27.242.126","TCP","66","57213  >  80 [ACK] Seq=1 Ack=6641 Win=10 Len=0 TSval=280057410 TSecr=2544165559"
"96","0.784595","192.168.43.144","8.238.153.254","TCP","66","57242  >  80 [ACK] Seq=1 Ack=6641 Win=10 Len=0 TSval=280057458 TSecr=1686518766"
"97","0.784639","192.168.43.144","67.27.242.126","TCP","66","57252  >  80 [ACK] Seq=1 Ack=9297 Win=20 Len=0 TSval=280057458 TSecr=2544178331"
"98","0.791376","192.168.43.144","8.253.198.121","TCP","66","57258  >  80 [ACK] Seq=1 Ack=15937 Win=10 Len=0 TSval=280057465 TSecr=1470517517"
"99","0.814032","67.27.242.126","192.168.43.144","TCP","1394","80  >  57252 [ACK] Seq=9297 Ack=1 Win=11 Len=1328 TSval=2544178331 TSecr=280057227"
"100","0.814032","67.27.242.126","192.168.43.144","TCP","1394","80  >  57252 [ACK] Seq=10625 Ack=1 Win=11 Len=1328 TSval=2544178331 TSecr=280057227"
"101","0.814211","192.168.43.144","67.27.242.126","TCP","66","57252  >  80 [ACK] Seq=1 Ack=11953 Win=10 Len=0 TSval=280057488 TSecr=2544178331"
"102","0.814226","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=15937 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280057227"
"103","0.856301","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=17265 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280057227"
"104","0.856301","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=18593 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280057227"
"105","0.856476","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=18593 Win=13 Len=0 TSval=280057530 TSecr=3421614318"
"106","0.908191","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=19921 Win=11 Len=0 TSval=280057582 TSecr=3421614318"
"107","0.909038","8.253.198.121","192.168.43.144","TCP","1394","80  >  57264 [ACK] Seq=11953 Ack=1 Win=11 Len=1328 TSval=1470538567 TSecr=280057362"
"108","0.909038","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=19921 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280057321"
"109","0.909151","67.27.242.126","192.168.43.144","TCP","1394","80  >  57213 [ACK] Seq=6641 Ack=1 Win=11 Len=1328 TSval=2544165559 TSecr=280057410"
"110","0.955095","192.168.43.144","8.253.198.121","TCP","66","57264  >  80 [ACK] Seq=1 Ack=13281 Win=10 Len=0 TSval=280057628 TSecr=1470538567"
"111","0.955096","192.168.43.144","67.27.242.126","TCP","66","57213  >  80 [ACK] Seq=1 Ack=7969 Win=10 Len=0 TSval=280057628 TSecr=2544165559"
"112","0.955117","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=21249 Win=11 Len=0 TSval=280057629 TSecr=3421614318"
"113","0.962833","8.238.153.254","192.168.43.144","TCP","1394","80  >  57242 [ACK] Seq=6641 Ack=1 Win=11 Len=1328 TSval=1686518766 TSecr=280057458"
"114","1.007465","8.253.198.121","192.168.43.144","TCP","1394","80  >  57264 [ACK] Seq=13281 Ack=1 Win=11 Len=1328 TSval=1470538567 TSecr=280057628"
"115","1.007592","67.27.242.126","192.168.43.144","TCP","1394","80  >  57252 [ACK] Seq=11953 Ack=1 Win=11 Len=1328 TSval=2544178331 TSecr=280057458"
"116","1.007592","67.27.242.126","192.168.43.144","TCP","1394","80  >  57213 [ACK] Seq=7969 Ack=1 Win=11 Len=1328 TSval=2544165559 TSecr=280057628"
"117","1.007592","8.253.198.121","192.168.43.144","TCP","1394","80  >  57258 [ACK] Seq=15937 Ack=1 Win=11 Len=1328 TSval=1470517517 TSecr=280057465"
"118","1.007782","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=21249 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280057582"
"119","1.017015","192.168.43.144","8.238.153.254","TCP","66","57242  >  80 [ACK] Seq=1 Ack=7969 Win=10 Len=0 TSval=280057690 TSecr=1686518766"
"120","1.047868","192.168.43.144","8.253.198.121","TCP","66","57264  >  80 [ACK] Seq=1 Ack=14609 Win=10 Len=0 TSval=280057721 TSecr=1470538567"
"121","1.047912","192.168.43.144","8.253.198.121","TCP","66","57258  >  80 [ACK] Seq=1 Ack=17265 Win=10 Len=0 TSval=280057721 TSecr=1470517517"
"122","1.055552","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=22577 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280057629"
"123","1.055630","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=23905 Win=10 Len=0 TSval=280057729 TSecr=3421614318"
"124","1.063048","192.168.43.144","67.27.242.126","TCP","66","57213  >  80 [ACK] Seq=1 Ack=9297 Win=13 Len=0 TSval=280057736 TSecr=2544165559"
"125","1.063051","192.168.43.144","67.27.242.126","TCP","66","57252  >  80 [ACK] Seq=1 Ack=13281 Win=10 Len=0 TSval=280057736 TSecr=2544178331"
"126","1.120716","8.253.198.121","192.168.43.144","TCP","1394","80  >  57258 [ACK] Seq=17265 Ack=1 Win=11 Len=1328 TSval=1470517517 TSecr=280057721"
"127","1.120716","8.238.153.254","192.168.43.144","TCP","1394","80  >  57242 [ACK] Seq=7969 Ack=1 Win=11 Len=1328 TSval=1686518766 TSecr=280057690"
"128","1.120716","8.253.198.121","192.168.43.144","TCP","1394","80  >  57264 [ACK] Seq=14609 Ack=1 Win=11 Len=1328 TSval=1470538567 TSecr=280057721"
"129","1.120883","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=23905 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280057729"
"130","1.171407","67.27.242.126","192.168.43.144","TCP","1394","80  >  57213 [ACK] Seq=9297 Ack=1 Win=11 Len=1328 TSval=2544165559 TSecr=280057736"
"131","1.171407","67.27.242.126","192.168.43.144","TCP","1394","80  >  57213 [ACK] Seq=10625 Ack=1 Win=11 Len=1328 TSval=2544165559 TSecr=280057736"
"132","1.171611","192.168.43.144","67.27.242.126","TCP","66","57213  >  80 [ACK] Seq=1 Ack=11953 Win=15 Len=0 TSval=280057845 TSecr=2544165559"
"133","1.173018","192.168.43.144","8.253.198.121","TCP","66","57258  >  80 [ACK] Seq=1 Ack=18593 Win=10 Len=0 TSval=280057846 TSecr=1470517517"
"134","1.173043","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=25233 Win=13 Len=0 TSval=280057846 TSecr=3421614318"
"135","1.173043","192.168.43.144","8.238.153.254","TCP","66","57242  >  80 [ACK] Seq=1 Ack=9297 Win=10 Len=0 TSval=280057846 TSecr=1686518766"
"136","1.182316","67.27.242.126","192.168.43.144","TCP","1394","80  >  57252 [ACK] Seq=13281 Ack=1 Win=11 Len=1328 TSval=2544178331 TSecr=280057736"
"137","1.184720","192.168.43.144","8.253.198.121","TCP","66","57264  >  80 [ACK] Seq=1 Ack=15937 Win=13 Len=0 TSval=280057858 TSecr=1470538567"
"138","1.236183","192.168.43.144","67.27.242.126","TCP","66","57252  >  80 [ACK] Seq=1 Ack=14609 Win=10 Len=0 TSval=280057910 TSecr=2544178331"
"139","1.253664","8.253.198.121","192.168.43.144","TCP","1394","80  >  57258 [ACK] Seq=18593 Ack=1 Win=11 Len=1328 TSval=1470517517 TSecr=280057846"
"140","1.253664","67.27.242.126","192.168.43.144","TCP","1394","80  >  57213 [ACK] Seq=11953 Ack=1 Win=11 Len=1328 TSval=2544165559 TSecr=280057845"
"141","1.253664","67.27.242.126","192.168.43.144","TCP","1394","80  >  57213 [ACK] Seq=13281 Ack=1 Win=11 Len=1328 TSval=2544165559 TSecr=280057845"
"142","1.253802","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=25233 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280057846"
"143","1.253853","192.168.43.144","67.27.242.126","TCP","66","57213  >  80 [ACK] Seq=1 Ack=14609 Win=18 Len=0 TSval=280057927 TSecr=2544165559"
"144","1.295233","192.168.43.144","8.253.198.121","TCP","66","57258  >  80 [ACK] Seq=1 Ack=19921 Win=13 Len=0 TSval=280057969 TSecr=1470517517"
"145","1.295234","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=26561 Win=15 Len=0 TSval=280057969 TSecr=3421614318"
"146","1.296902","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=26561 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280057846"
"147","1.296902","8.238.153.254","192.168.43.144","TCP","1394","80  >  57242 [ACK] Seq=9297 Ack=1 Win=11 Len=1328 TSval=1686518766 TSecr=280057846"
"148","1.296949","8.253.198.121","192.168.43.144","TCP","1394","80  >  57264 [ACK] Seq=15937 Ack=1 Win=11 Len=1328 TSval=1470538567 TSecr=280057858"
"149","1.310284","67.27.242.126","192.168.43.144","TCP","1394","80  >  57252 [ACK] Seq=14609 Ack=1 Win=11 Len=1328 TSval=2544178331 TSecr=280057910"
"150","1.310284","8.253.198.121","192.168.43.144","TCP","1394","80  >  57264 [ACK] Seq=17265 Ack=1 Win=11 Len=1328 TSval=1470538567 TSecr=280057858"
"151","1.310360","192.168.43.144","8.253.198.121","TCP","66","57264  >  80 [ACK] Seq=1 Ack=18593 Win=15 Len=0 TSval=280057984 TSecr=1470538567"
"152","1.341000","67.27.242.126","192.168.43.144","TCP","1394","80  >  57213 [ACK] Seq=14609 Ack=1 Win=11 Len=1328 TSval=2544165559 TSecr=280057927"
"153","1.341000","67.27.242.126","192.168.43.144","TCP","1394","80  >  57213 [ACK] Seq=15937 Ack=1 Win=11 Len=1328 TSval=2544165559 TSecr=280057927"
"154","1.341000","67.27.242.126","192.168.43.144","TCP","1394","80  >  57213 [ACK] Seq=17265 Ack=1 Win=11 Len=1328 TSval=2544165559 TSecr=280057927"
"155","1.341134","192.168.43.144","67.27.242.126","TCP","66","57213  >  80 [ACK] Seq=1 Ack=17265 Win=17 Len=0 TSval=280058015 TSecr=2544165559"
"156","1.341240","192.168.43.144","8.238.153.254","TCP","66","57242  >  80 [ACK] Seq=1 Ack=10625 Win=10 Len=0 TSval=280058015 TSecr=1686518766"
"157","1.341240","192.168.43.144","8.253.198.120","TCP","66","57271  >  80 [ACK] Seq=1 Ack=27889 Win=15 Len=0 TSval=280058015 TSecr=3421614318"
"158","1.355974","192.168.43.144","67.27.242.126","TCP","66","57252  >  80 [ACK] Seq=1 Ack=15937 Win=13 Len=0 TSval=280058029 TSecr=2544178331"
"159","1.386986","192.168.43.144","67.27.242.126","TCP","66","57213  >  80 [ACK] Seq=1 Ack=18593 Win=17 Len=0 TSval=280058060 TSecr=2544165559"
"160","1.394212","8.253.198.121","192.168.43.144","TCP","1394","80  >  57264 [ACK] Seq=18593 Ack=1 Win=11 Len=1328 TSval=1470538567 TSecr=280057984"
"161","1.394386","8.253.198.120","192.168.43.144","TCP","1394","80  >  57271 [ACK] Seq=27889 Ack=1 Win=11 Len=1328 TSval=3421614318 TSecr=280057969"
"162","1.394863","8.253.198.121","192.168.43.144","TCP","1394","80  >  57258 [ACK] Seq=19921 Ack=1 Win=11 Len=1328 TSval=1470517517 TSecr=280057969"
"163","1.394863","8.253.198.121","192.168.43.144","TCP","1394","80  >  57258 [ACK] Seq=21249 Ack=1 Win=11 Len=1328 TSval=1470517517 TSecr=280057969"
"164","1.395021","192.168.43.144","8.253.198.121","TCP","66","57258  >  80 [ACK] Seq=1 Ack=22577 Win=15 Len=0 TSval=280058068 TSecr=1470517517"
"165","1.439028","8.253.198.121","192.168.43.144","TCP","1394","80  >  57264 [ACK] Seq=19921 Ack=1 Win=11 Len=1328 TSval=1470538567 TSecr=280057984"
"166","1.439291","67.27.242.126","192.168.43.144","TCP","1394","80  >  57213 [ACK] Seq=18593 Ack=1 Win=11 Len=1328 TSval=2544165559 TSecr=280058015"
